,dataset,date_captured,file_name,height,id,license,width,json_idx,is_eval
56,small object electronic device,,882125_592.jpg,2100,56,,2800,0,False
57,small object electronic device,,830543_592.jpg,2100,57,,2800,0,False
58,small object electronic device,,824616_592.jpg,2100,58,,2800,0,False
59,small object electronic device,,827295_592.jpg,2100,59,,2800,0,False
60,small object electronic device,,822216_592.jpg,2100,60,,2800,0,True
61,small object electronic device,,874617_592.jpg,2100,61,,2800,0,False
62,small object electronic device,,823284_592.jpg,2100,62,,2800,0,False
63,small object electronic device,,814372_592.jpg,2100,63,,2800,0,False
64,small object electronic device,,801653_592.jpg,2100,64,,2800,0,False
65,small object electronic device,,873943_592.jpg,2100,65,,2800,0,True
66,small object electronic device,,803167_592.jpg,2100,66,,2800,0,False
67,small object electronic device,,795327_592.jpg,2100,67,,2800,0,False
68,small object electronic device,,823105_592.jpg,2100,68,,2800,0,False
69,small object electronic device,,802149_592.jpg,2100,69,,2800,0,False
70,small object electronic device,,808945_592.jpg,2100,70,,2800,0,True
71,small object electronic device,,802139_592.jpg,2100,71,,2800,0,False
72,small object electronic device,,876595_592.jpg,2100,72,,2800,0,False
73,small object electronic device,,832185_592.jpg,2100,73,,2800,0,False
74,small object electronic device,,847160_592.jpg,2100,74,,2800,0,False
75,small object electronic device,,821285_592.jpg,2100,75,,2800,0,True
76,small object electronic device,,817264_592.jpg,2100,76,,2800,0,False
77,small object electronic device,,812886_592.jpg,2100,77,,2800,0,False
78,small object electronic device,,802514_592.jpg,2100,78,,2800,0,False
79,small object electronic device,,840362_592.jpg,2100,79,,2800,0,False
80,small object electronic device,,821482_592.jpg,2100,80,,2800,0,True
81,small object electronic device,,808977_592.jpg,2100,81,,2800,0,False
82,small object electronic device,,840077_592.jpg,2100,82,,2800,0,False
83,small object electronic device,,829356_592.jpg,2100,83,,2800,0,False
84,small object electronic device,,800648_592.jpg,2100,84,,2800,0,False
85,small object electronic device,,822520_592.jpg,2100,85,,2800,0,True
86,small object electronic device,,822882_592.jpg,2100,86,,2800,0,False
87,small object electronic device,,841019_592.jpg,2100,87,,2800,0,False
88,small object electronic device,,808156_592.jpg,2100,88,,2800,0,False
89,small object electronic device,,866312_592.jpg,2100,89,,2800,0,False
90,small object electronic device,,882771_592.jpg,2100,90,,2800,0,True
91,small object electronic device,,823249_592.jpg,2100,91,,2800,0,False
92,small object electronic device,,844097_592.jpg,2100,92,,2800,0,False
93,small object electronic device,,829728_592.jpg,2100,93,,2800,0,False
94,small object electronic device,,801736_592.jpg,2100,94,,2800,0,False
95,small object electronic device,,796328_592.jpg,2100,95,,2800,0,True
96,small object electronic device,,803378_592.jpg,2100,96,,2800,0,False
97,small object electronic device,,807897_592.jpg,2100,97,,2800,0,False
98,small object electronic device,,895003_592.jpg,2100,98,,2800,0,False
99,small object electronic device,,810243_592.jpg,2100,99,,2800,0,False
100,small object electronic device,,839907_592.jpg,2100,100,,2800,0,True
101,small object electronic device,,884347_592.jpg,2100,101,,2800,0,False
102,small object electronic device,,819297_592.jpg,2100,102,,2800,0,False
103,small object electronic device,,803284_592.jpg,2100,103,,2800,0,False
104,small object electronic device,,830069_592.jpg,2100,104,,2800,0,False
105,small object electronic device,,832268_592.jpg,2100,105,,2800,0,True
106,small object electronic device,,801796_592.jpg,2100,106,,2800,0,False
107,small object electronic device,,851118_592.jpg,2100,107,,2800,0,False
108,small object electronic device,,874787_592.jpg,2100,108,,2800,0,False
109,small object electronic device,,815130_592.jpg,2100,109,,2800,0,False
110,small object electronic device,,851105_592.jpg,2100,110,,2800,0,True
111,small object electronic device,,854084_592.jpg,2100,111,,2800,0,False
112,small object electronic device,,900983_592.jpg,2100,112,,2800,0,False
113,small object electronic device,,853741_592.jpg,2100,113,,2800,0,False
114,small object electronic device,,806636_592.jpg,2100,114,,2800,0,False
115,small object electronic device,,896968_592.jpg,2100,115,,2800,0,True
116,small object electronic device,,882781_592.jpg,2100,116,,2800,0,False
117,small object electronic device,,851818_592.jpg,2100,117,,2800,0,False
118,small object electronic device,,821485_592.jpg,2100,118,,2800,0,False
119,small object electronic device,,822049_592.jpg,2100,119,,2800,0,False
120,small object electronic device,,816569_592.jpg,2100,120,,2800,0,True
121,small object electronic device,,794880_592.jpg,2100,121,,2800,0,False
122,small object electronic device,,811515_592.jpg,2100,122,,2800,0,False
123,small object electronic device,,871567_592.jpg,2100,123,,2800,0,False
124,small object electronic device,,798242_592.jpg,2100,124,,2800,0,False
125,small object electronic device,,874613_592.jpg,2100,125,,2800,0,True
126,small object electronic device,,901052_592.jpg,2100,126,,2800,0,False
127,small object electronic device,,829659_592.jpg,2100,127,,2800,0,False
128,small object electronic device,,824006_592.jpg,2100,128,,2800,0,False
129,small object electronic device,,797169_592.jpg,2100,129,,2800,0,False
130,small object electronic device,,879291_592.jpg,2100,130,,2800,0,True
131,small object electronic device,,824261_592.jpg,2100,131,,2800,0,False
132,small object electronic device,,808969_592.jpg,2100,132,,2800,0,False
133,small object electronic device,,819832_592.jpg,2100,133,,2800,0,False
134,small object electronic device,,823084_592.jpg,2100,134,,2800,0,False
135,small object electronic device,,829715_592.jpg,2100,135,,2800,0,True
136,small object electronic device,,801209_592.jpg,2100,136,,2800,0,False
137,small object electronic device,,842758_592.jpg,2100,137,,2800,0,False
138,small object electronic device,,875181_592.jpg,2100,138,,2800,0,False
139,small object electronic device,,819915_592.jpg,2100,139,,2800,0,False
140,small object electronic device,,803246_592.jpg,2100,140,,2800,0,True
141,small object electronic device,,883828_592.jpg,2100,141,,2800,0,False
142,small object electronic device,,871570_592.jpg,2100,142,,2800,0,False
143,small object electronic device,,891115_592.jpg,2100,143,,2800,0,False
144,small object electronic device,,841885_592.jpg,2100,144,,2800,0,False
145,small object electronic device,,800359_592.jpg,2100,145,,2800,0,True
146,small object electronic device,,855318_592.jpg,2100,146,,2800,0,False
147,small object electronic device,,794872_592.jpg,2100,147,,2800,0,False
148,small object electronic device,,801604_592.jpg,2100,148,,2800,0,False
149,small object electronic device,,813163_592.jpg,2100,149,,2800,0,False
150,small object electronic device,,811546_592.jpg,2100,150,,2800,0,True
151,small object electronic device,,852771_592.jpg,2100,151,,2800,0,False
152,small object electronic device,,823944_592.jpg,2100,152,,2800,0,False
153,small object electronic device,,894820_592.jpg,2100,153,,2800,0,False
154,small object electronic device,,894973_592.jpg,2100,154,,2800,0,False
155,small object electronic device,,801737_592.jpg,2100,155,,2800,0,True
156,small object electronic device,,793737_592.jpg,2100,156,,2800,0,False
157,small object electronic device,,814466_592.jpg,2100,157,,2800,0,False
158,small object electronic device,,856336_592.jpg,2100,158,,2800,0,False
159,small object electronic device,,831697_592.jpg,2100,159,,2800,0,False
160,small object electronic device,,819820_592.jpg,2100,160,,2800,0,True
161,small object electronic device,,798235_592.jpg,2100,161,,2800,0,False
162,small object electronic device,,821289_592.jpg,2100,162,,2800,0,False
163,small object electronic device,,828696_592.jpg,2100,163,,2800,0,False
164,small object electronic device,,845803_592.jpg,2100,164,,2800,0,False
165,small object electronic device,,821473_592.jpg,2100,165,,2800,0,True
166,small object electronic device,,894836_592.jpg,2100,166,,2800,0,False
167,small object electronic device,,831653_592.jpg,2100,167,,2800,0,False
168,small object electronic device,,806876_592.jpg,2100,168,,2800,0,False
169,small object electronic device,,868644_592.jpg,2100,169,,2800,0,False
170,small object electronic device,,798941_592.jpg,2100,170,,2800,0,True
171,small object electronic device,,811329_592.jpg,2100,171,,2800,0,False
172,small object electronic device,,798931_592.jpg,2100,172,,2800,0,False
173,small object electronic device,,829633_592.jpg,2100,173,,2800,0,False
174,small object electronic device,,842002_592.jpg,2100,174,,2800,0,False
175,small object electronic device,,815875_592.jpg,2100,175,,2800,0,True
176,small object electronic device,,811328_592.jpg,2100,176,,2800,0,False
177,small object electronic device,,810240_592.jpg,2100,177,,2800,0,False
178,small object electronic device,,901005_592.jpg,2100,178,,2800,0,False
179,small object electronic device,,836420_592.jpg,2100,179,,2800,0,False
180,small object electronic device,,822803_592.jpg,2100,180,,2800,0,True
181,small object electronic device,,822859_592.jpg,2100,181,,2800,0,False
182,small object electronic device,,820539_592.jpg,2100,182,,2800,0,False
183,small object electronic device,,814314_592.jpg,2100,183,,2800,0,False
184,small object electronic device,,855083_592.jpg,2100,184,,2800,0,False
185,small object electronic device,,883514_592.jpg,2100,185,,2800,0,True
186,small object electronic device,,798699_592.jpg,2100,186,,2800,0,False
187,small object electronic device,,814485_592.jpg,2100,187,,2800,0,False
188,small object electronic device,,847726_592.jpg,2100,188,,2800,0,False
189,small object electronic device,,799196_592.jpg,2100,189,,2800,0,False
190,small object electronic device,,811784_592.jpg,2100,190,,2800,0,True
191,small object electronic device,,835520_592.jpg,2100,191,,2800,0,False
192,small object electronic device,,807816_592.jpg,2100,192,,2800,0,False
193,small object electronic device,,880857_592.jpg,2100,193,,2800,0,False
194,small object electronic device,,794891_592.jpg,2100,194,,2800,0,False
195,small object electronic device,,882773_592.jpg,2100,195,,2800,0,True
196,small object electronic device,,798948_592.jpg,2100,196,,2800,0,False
197,small object electronic device,,803439_592.jpg,2100,197,,2800,0,False
198,small object electronic device,,821470_592.jpg,2100,198,,2800,0,False
199,small object electronic device,,816134_592.jpg,2100,199,,2800,0,False
200,small object electronic device,,823797_592.jpg,2100,200,,2800,0,True
201,small object electronic device,,802123_592.jpg,2100,201,,2800,0,False
202,small object electronic device,,853744_592.jpg,2100,202,,2800,0,False
203,small object electronic device,,794889_592.jpg,2100,203,,2800,0,False
204,small object electronic device,,829613_592.jpg,2100,204,,2800,0,False
205,small object electronic device,,837107_592.jpg,2100,205,,2800,0,True
206,small object electronic device,,801759_592.jpg,2100,206,,2800,0,False
207,small object electronic device,,829726_592.jpg,2100,207,,2800,0,False
208,small object electronic device,,815133_592.jpg,2100,208,,2800,0,False
209,small object electronic device,,818922_592.jpg,2100,209,,2800,0,False
210,small object electronic device,,823111_592.jpg,2100,210,,2800,0,True
211,small object electronic device,,812596_592.jpg,2100,211,,2800,0,False
212,small object electronic device,,880439_592.jpg,2100,212,,2800,0,False
213,small object electronic device,,829361_592.jpg,2100,213,,2800,0,False
214,small object electronic device,,809241_592.jpg,2100,214,,2800,0,False
215,small object electronic device,,803604_592.jpg,2100,215,,2800,0,True
216,small object electronic device,,868417_592.jpg,2100,216,,2800,0,False
217,small object electronic device,,822231_592.jpg,2100,217,,2800,0,False
218,small object electronic device,,813373_592.jpg,2100,218,,2800,0,False
219,small object electronic device,,803150_592.jpg,2100,219,,2800,0,False
220,small object electronic device,,860987_592.jpg,2100,220,,2800,0,True
221,small object electronic device,,801675_592.jpg,2100,221,,2800,0,False
222,small object electronic device,,796599_592.jpg,2100,222,,2800,0,False
223,small object electronic device,,840358_592.jpg,2100,223,,2800,0,False
224,small object electronic device,,831632_592.jpg,2100,224,,2800,0,False
225,small object electronic device,,801757_592.jpg,2100,225,,2800,0,True
226,small object electronic device,,820262_592.jpg,2100,226,,2800,0,False
227,small object electronic device,,883682_592.jpg,2100,227,,2800,0,False
228,small object electronic device,,823967_592.jpg,2100,228,,2800,0,False
229,small object electronic device,,831670_592.jpg,2100,229,,2800,0,False
230,small object electronic device,,817810_592.jpg,2100,230,,2800,0,True
231,small object electronic device,,880887_592.jpg,2100,231,,2800,0,False
232,small object electronic device,,818777_592.jpg,2100,232,,2800,0,False
233,small object electronic device,,802940_592.jpg,2100,233,,2800,0,False
234,small object electronic device,,816307_592.jpg,2100,234,,2800,0,False
235,small object electronic device,,822899_592.jpg,2100,235,,2800,0,True
236,small object electronic device,,801664_592.jpg,2100,236,,2800,0,False
237,small object electronic device,,893363_592.jpg,2100,237,,2800,0,False
238,small object electronic device,,815103_592.jpg,2100,238,,2800,0,False
239,small object electronic device,,873615_592.jpg,2100,239,,2800,0,False
240,small object electronic device,,859694_592.jpg,2100,240,,2800,0,True
241,small object electronic device,,801808_592.jpg,2100,241,,2800,0,False
242,small object electronic device,,803276_592.jpg,2100,242,,2800,0,False
243,small object electronic device,,802877_592.jpg,2100,243,,2800,0,False
244,small object electronic device,,821483_592.jpg,2100,244,,2800,0,False
245,small object electronic device,,823236_592.jpg,2100,245,,2800,0,True
246,small object electronic device,,836342_592.jpg,2100,246,,2800,0,False
247,small object electronic device,,871620_592.jpg,2100,247,,2800,0,False
248,small object electronic device,,860768_592.jpg,2100,248,,2800,0,False
249,small object electronic device,,883489_592.jpg,2100,249,,2800,0,False
250,small object electronic device,,806597_592.jpg,2100,250,,2800,0,True
251,small object electronic device,,823981_592.jpg,2100,251,,2800,0,False
252,small object electronic device,,829621_592.jpg,2100,252,,2800,0,False
253,small object electronic device,,856423_592.jpg,2100,253,,2800,0,False
254,small object electronic device,,823296_592.jpg,2100,254,,2800,0,False
255,small object electronic device,,815237_592.jpg,2100,255,,2800,0,True
256,small object electronic device,,798228_592.jpg,2100,256,,2800,0,False
257,small object electronic device,,853600_592.jpg,2100,257,,2800,0,False
258,small object electronic device,,816725_592.jpg,2100,258,,2800,0,False
259,small object electronic device,,802251_592.jpg,2100,259,,2800,0,False
260,small object electronic device,,807110_592.jpg,2100,260,,2800,0,True
261,small object electronic device,,821033_592.jpg,2100,261,,2800,0,False
262,small object electronic device,,795935_592.jpg,2100,262,,2800,0,False
263,small object electronic device,,832472_592.jpg,2100,263,,2800,0,False
264,small object electronic device,,818116_592.jpg,2100,264,,2800,0,False
265,small object electronic device,,807905_592.jpg,2100,265,,2800,0,True
266,small object electronic device,,821309_592.jpg,2100,266,,2800,0,False
267,small object electronic device,,877360_592.jpg,2100,267,,2800,0,False
268,small object electronic device,,819919_592.jpg,2100,268,,2800,0,False
269,small object electronic device,,816993_592.jpg,2100,269,,2800,0,False
270,small object electronic device,,820061_592.jpg,2100,270,,2800,0,True
271,small object electronic device,,877271_592.jpg,2100,271,,2800,0,False
272,small object electronic device,,806877_592.jpg,2100,272,,2800,0,False
273,small object electronic device,,845808_592.jpg,2100,273,,2800,0,False
274,small object electronic device,,822903_592.jpg,2100,274,,2800,0,False
275,small object electronic device,,802959_592.jpg,2100,275,,2800,0,True
276,small object electronic device,,873628_592.jpg,2100,276,,2800,0,False
277,small object electronic device,,877239_592.jpg,2100,277,,2800,0,False
278,small object electronic device,,880241_592.jpg,2100,278,,2800,0,False
279,small object electronic device,,811326_592.jpg,2100,279,,2800,0,False
280,small object electronic device,,803385_592.jpg,2100,280,,2800,0,True
281,small object electronic device,,817633_592.jpg,2100,281,,2800,0,False
282,small object electronic device,,823946_592.jpg,2100,282,,2800,0,False
283,small object electronic device,,812945_592.jpg,2100,283,,2800,0,False
284,small object electronic device,,853740_592.jpg,2100,284,,2800,0,False
285,small object electronic device,,858674_592.jpg,2100,285,,2800,0,True
286,small object electronic device,,837371_592.jpg,2100,286,,2800,0,False
287,small object electronic device,,843847_592.jpg,2100,287,,2800,0,False
288,small object electronic device,,880853_592.jpg,2100,288,,2800,0,False
289,small object electronic device,,868630_592.jpg,2100,289,,2800,0,False
290,small object electronic device,,822046_592.jpg,2100,290,,2800,0,True
291,small object electronic device,,853312_592.jpg,2100,291,,2800,0,False
292,small object electronic device,,801096_592.jpg,2100,292,,2800,0,False
293,small object electronic device,,891098_592.jpg,2100,293,,2800,0,False
294,small object electronic device,,880293_592.jpg,2100,294,,2800,0,False
295,small object electronic device,,877353_592.jpg,2100,295,,2800,0,True
296,small object electronic device,,796367_592.jpg,2100,296,,2800,0,False
297,small object electronic device,,877278_592.jpg,2100,297,,2800,0,False
298,small object electronic device,,813987_592.jpg,2100,298,,2800,0,False
299,small object electronic device,,812570_592.jpg,2100,299,,2800,0,False
300,small object electronic device,,816822_592.jpg,2100,300,,2800,0,True
301,small object electronic device,,832005_592.jpg,2100,301,,2800,0,False
302,small object electronic device,,838877_592.jpg,2100,302,,2800,0,False
303,small object electronic device,,829673_592.jpg,2100,303,,2800,0,False
304,small object electronic device,,799198_592.jpg,2100,304,,2800,0,False
305,small object electronic device,,873958_592.jpg,2100,305,,2800,0,True
306,small object electronic device,,812773_592.jpg,2100,306,,2800,0,False
307,small object electronic device,,794893_592.jpg,2100,307,,2800,0,False
308,small object electronic device,,807892_592.jpg,2100,308,,2800,0,False
309,small object electronic device,,880465_592.jpg,2100,309,,2800,0,False
310,small object electronic device,,817631_592.jpg,2100,310,,2800,0,True
311,small object electronic device,,798940_592.jpg,2100,311,,2800,0,False
312,small object electronic device,,816998_592.jpg,2100,312,,2800,0,False
313,small object electronic device,,891096_592.jpg,2100,313,,2800,0,False
314,small object electronic device,,801780_592.jpg,2100,314,,2800,0,False
315,small object electronic device,,816614_592.jpg,2100,315,,2800,0,True
316,small object electronic device,,812872_592.jpg,2100,316,,2800,0,False
317,small object electronic device,,840357_592.jpg,2100,317,,2800,0,False
318,small object electronic device,,835523_592.jpg,2100,318,,2800,0,False
319,small object electronic device,,877404_592.jpg,2100,319,,2800,0,False
320,small object electronic device,,836701_592.jpg,2100,320,,2800,0,True
321,small object electronic device,,900973_592.jpg,2100,321,,2800,0,False
322,small object electronic device,,813746_592.jpg,2100,322,,2800,0,False
323,small object electronic device,,811545_592.jpg,2100,323,,2800,0,False
324,small object electronic device,,813205_592.jpg,2100,324,,2800,0,False
325,small object electronic device,,832474_592.jpg,2100,325,,2800,0,True
326,small object electronic device,,800222_592.jpg,2100,326,,2800,0,False
327,small object electronic device,,835368_592.jpg,2100,327,,2800,0,False
328,small object electronic device,,879880_592.jpg,2100,328,,2800,0,False
329,small object electronic device,,823970_592.jpg,2100,329,,2800,0,False
330,small object electronic device,,823033_592.jpg,2100,330,,2800,0,True
331,small object electronic device,,844320_592.jpg,2100,331,,2800,0,False
332,small object electronic device,,807348_592.jpg,2100,332,,2800,0,False
333,small object electronic device,,894642_592.jpg,2100,333,,2800,0,False
334,small object electronic device,,794183_592.jpg,2100,334,,2800,0,False
335,small object electronic device,,844209_592.jpg,2100,335,,2800,0,True
336,small object electronic device,,801689_592.jpg,2100,336,,2800,0,False
337,small object electronic device,,815432_592.jpg,2100,337,,2800,0,False
338,small object electronic device,,874884_592.jpg,2100,338,,2800,0,False
339,small object electronic device,,823037_592.jpg,2100,339,,2800,0,False
340,small object electronic device,,880272_592.jpg,2100,340,,2800,0,True
341,small object electronic device,,831702_592.jpg,2100,341,,2800,0,False
342,small object electronic device,,894786_592.jpg,2100,342,,2800,0,False
343,small object electronic device,,883507_592.jpg,2100,343,,2800,0,False
344,small object electronic device,,801798_592.jpg,2100,344,,2800,0,False
345,small object electronic device,,835372_592.jpg,2100,345,,2800,0,True
346,small object electronic device,,838907_592.jpg,2100,346,,2800,0,False
347,small object electronic device,,841553_592.jpg,2100,347,,2800,0,False
348,small object electronic device,,845816_592.jpg,2100,348,,2800,0,False
349,small object electronic device,,880280_592.jpg,2100,349,,2800,0,False
350,small object electronic device,,832513_592.jpg,2100,350,,2800,0,True
351,small object electronic device,,803466_592.jpg,2100,351,,2800,0,False
352,small object electronic device,,815884_592.jpg,2100,352,,2800,0,False
353,small object electronic device,,851598_592.jpg,2100,353,,2800,0,False
354,small object electronic device,,819761_592.jpg,2100,354,,2800,0,False
355,small object electronic device,,822835_592.jpg,2100,355,,2800,0,True
356,small object electronic device,,829727_592.jpg,2100,356,,2800,0,False
357,small object electronic device,,801589_592.jpg,2100,357,,2800,0,False
358,small object electronic device,,821384_592.jpg,2100,358,,2800,0,False
359,small object electronic device,,821535_592.jpg,2100,359,,2800,0,False
360,small object electronic device,,821543_592.jpg,2100,360,,2800,0,True
361,small object electronic device,,803602_592.jpg,2100,361,,2800,0,False
362,small object electronic device,,832484_592.jpg,2100,362,,2800,0,False
363,small object electronic device,,798223_592.jpg,2100,363,,2800,0,False
364,small object electronic device,,850402_592.jpg,2100,364,,2800,0,False
365,small object electronic device,,847234_592.jpg,2100,365,,2800,0,True
366,small object electronic device,,815217_592.jpg,2100,366,,2800,0,False
367,small object electronic device,,802886_592.jpg,2100,367,,2800,0,False
368,small object electronic device,,794572_592.jpg,2100,368,,2800,0,False
369,small object electronic device,,820032_592.jpg,2100,369,,2800,0,False
370,small object electronic device,,813725_592.jpg,2100,370,,2800,0,True
371,small object electronic device,,816339_592.jpg,2100,371,,2800,0,False
372,small object electronic device,,795575_592.jpg,2100,372,,2800,0,False
373,small object electronic device,,817221_592.jpg,2100,373,,2800,0,False
374,small object electronic device,,837111_592.jpg,2100,374,,2800,0,False
375,small object electronic device,,879474_592.jpg,2100,375,,2800,0,True
376,small object electronic device,,808913_592.jpg,2100,376,,2800,0,False
377,small object electronic device,,877292_592.jpg,2100,377,,2800,0,False
378,small object electronic device,,812584_592.jpg,2100,378,,2800,0,False
379,small object electronic device,,900985_592.jpg,2100,379,,2800,0,False
380,small object electronic device,,807895_592.jpg,2100,380,,2800,0,True
381,small object electronic device,,803046_592.jpg,2100,381,,2800,0,False
382,small object electronic device,,801753_592.jpg,2100,382,,2800,0,False
383,small object electronic device,,801649_592.jpg,2100,383,,2800,0,False
384,small object electronic device,,823242_592.jpg,2100,384,,2800,0,False
385,small object electronic device,,823745_592.jpg,2100,385,,2800,0,True
386,small object electronic device,,807624_592.jpg,2100,386,,2800,0,False
387,small object electronic device,,816329_592.jpg,2100,387,,2800,0,False
388,small object electronic device,,822548_592.jpg,2100,388,,2800,0,False
389,small object electronic device,,874887_592.jpg,2100,389,,2800,0,False
390,small object electronic device,,831642_592.jpg,2100,390,,2800,0,True
391,small object electronic device,,900311_592.jpg,2100,391,,2800,0,False
392,small object electronic device,,807048_592.jpg,2100,392,,2800,0,False
393,small object electronic device,,823293_592.jpg,2100,393,,2800,0,False
394,small object electronic device,,807891_592.jpg,2100,394,,2800,0,False
395,small object electronic device,,801871_592.jpg,2100,395,,2800,0,True
396,small object electronic device,,901158_592.jpg,2100,396,,2800,0,False
397,small object electronic device,,849780_592.jpg,2100,397,,2800,0,False
398,small object electronic device,,877296_592.jpg,2100,398,,2800,0,False
399,small object electronic device,,851375_592.jpg,2100,399,,2800,0,False
400,small object electronic device,,800165_592.jpg,2100,400,,2800,0,True
401,small object electronic device,,798820_592.jpg,2100,401,,2800,0,False
402,small object electronic device,,877347_592.jpg,2100,402,,2800,0,False
403,small object electronic device,,803352_592.jpg,2100,403,,2800,0,False
404,small object electronic device,,821847_592.jpg,2100,404,,2800,0,False
405,small object electronic device,,836427_592.jpg,2100,405,,2800,0,True
406,small object electronic device,,894806_592.jpg,2100,406,,2800,0,False
407,small object electronic device,,842319_592.jpg,2100,407,,2800,0,False
408,small object electronic device,,809105_592.jpg,2100,408,,2800,0,False
409,small object electronic device,,805786_592.jpg,2100,409,,2800,0,False
410,small object electronic device,,820531_592.jpg,2100,410,,2800,0,True
411,small object electronic device,,831630_592.jpg,2100,411,,2800,0,False
412,small object electronic device,,851560_592.jpg,2100,412,,2800,0,False
413,small object electronic device,,816558_592.jpg,2100,413,,2800,0,False
414,small object electronic device,,807876_592.jpg,2100,414,,2800,0,False
415,small object electronic device,,801654_592.jpg,2100,415,,2800,0,True
416,small object electronic device,,798233_592.jpg,2100,416,,2800,0,False
417,small object electronic device,,832473_592.jpg,2100,417,,2800,0,False
418,small object electronic device,,807659_592.jpg,2100,418,,2800,0,False
419,small object electronic device,,836750_592.jpg,2100,419,,2800,0,False
420,small object electronic device,,876924_592.jpg,2100,420,,2800,0,True
421,small object electronic device,,803623_592.jpg,2100,421,,2800,0,False
422,small object electronic device,,880798_592.jpg,2100,422,,2800,0,False
423,small object electronic device,,818699_592.jpg,2100,423,,2800,0,False
424,small object electronic device,,873952_592.jpg,2100,424,,2800,0,False
425,small object electronic device,,901004_592.jpg,2100,425,,2800,0,True
426,small object electronic device,,829598_592.jpg,2100,426,,2800,0,False
427,small object electronic device,,815139_592.jpg,2100,427,,2800,0,False
428,small object electronic device,,900991_592.jpg,2100,428,,2800,0,False
429,small object electronic device,,820235_592.jpg,2100,429,,2800,0,False
430,small object electronic device,,818385_592.jpg,2100,430,,2800,0,True
431,small object electronic device,,894834_592.jpg,2100,431,,2800,0,False
432,small object electronic device,,851611_592.jpg,2100,432,,2800,0,False
433,small object electronic device,,858342_592.jpg,2100,433,,2800,0,False
434,small object electronic device,,841662_592.jpg,2100,434,,2800,0,False
